merit
102012.10929790093
480185.0038224852
1167260.6222070677
144556.1215368709
239851.85597959475
505656.58303249744
1182235.6440845595
351227.01607136783
914155.5189523202
981850.240125919
144073.96913849353
273687.1193117654
1103449.8761320617
1155542.3150353911
284710.437804268
128970.90311931062
1300295.164428879
1281399.3586171553
446746.6993871238
416656.76497605036
602576.1724037583
1267615.3317977716
876981.2028616397
925192.9561762783
533060.412747728
1274992.873707038
253423.44691605103
714734.685825648
